[10] => 0.667		0.682		0.678		0.673		0.684		0.684		0.672		0.682		0.682		0.682		1.000		0.686		0.684		0.703		0.688		0.692		0.653		0.694		0.683		0.683		0.678		0.681		0.675		0.686		0.693		0.693		0.697		0.680		0.674		0.681		0.692		0.684		0.675		0.695		0.682		0.691		0.678		0.695		0.675		0.706		0.692		0.690		0.683		0.695		0.688		0.690		0.689		0.693		0.677		0.675		0.694		0.677		0.672		0.675		0.676		0.679		0.695		0.680		0.672		0.671		0.679		0.703		0.682		0.680		0.649		0.682		0.678		0.682		0.678		0.682		0.681		0.672		0.691		0.694		0.668		0.666		0.659		0.688		0.690		0.685		0.673		0.672		0.686		0.695		0.676		0.674		0.682		0.668		0.698		0.674		0.678		0.684		0.657		0.692		0.653		0.680		0.673		0.666		0.670		0.687		
[11] => 0.670		0.685		0.678		0.686		0.679		0.674		0.698		0.676		0.667		0.696		0.686		1.000		0.689		0.679		0.676		0.681		0.667		0.689		0.668		0.696		0.686		0.688		0.684		0.679		0.675		0.673		0.693		0.687		0.677		0.667		0.681		0.678		0.691		0.685		0.674		0.668		0.669		0.682		0.677		0.676		0.676		0.680		0.691		0.677		0.707		0.696		0.698		0.682		0.675		0.685		0.680		0.674		0.673		0.691		0.681		0.687		0.669		0.679		0.687		0.681		0.676		0.687		0.678		0.673		0.679		0.678		0.697		0.678		0.675		0.662		0.701		0.663		0.671		0.670		0.692		0.689		0.693		0.679		0.682		0.674		0.683		0.697		0.678		0.672		0.680		0.680		0.672		0.675		0.684		0.668		0.698		0.668		0.676		0.684		0.680		0.669		0.667		0.671		0.663		0.675		
[12] => 0.677		0.683		0.689		0.663		0.695		0.682		0.672		0.693		0.668		0.686		0.684		0.689		1.000		0.660		0.676		0.695		0.639		0.690		0.662		0.700		0.691		0.686		0.687		0.659		0.666		0.689		0.687		0.681		0.684		0.668		0.681		0.699		0.683		0.692		0.687		0.662		0.666		0.683		0.679		0.677		0.671		0.670		0.676		0.675		0.671		0.686		0.674		0.699		0.676		0.675		0.679		0.674		0.673		0.680		0.684		0.687		0.692		0.679		0.685		0.663		0.661		0.686		0.700		0.690		0.678		0.690		0.682		0.682		0.667		0.669		0.690		0.669		0.693		0.680		0.700		0.675		0.683		0.675		0.708		0.681		0.696		0.671		0.665		0.710		0.679		0.691		0.678		0.671		0.695		0.672		0.680		0.677		0.655		0.680		0.685		0.675		0.671		0.692		0.673		0.667		
[13] => 0.681		0.696		0.679		0.687		0.691		0.706		0.680		0.689		0.694		0.694		0.703		0.679		0.660		1.000		0.670		0.677		0.672		0.684		0.696		0.668		0.696		0.681		0.674		0.698		0.695		0.702		0.685		0.690		0.678		0.697		0.706		0.685		0.667		0.679		0.681		0.686		0.699		0.689		0.680		0.704		0.683		0.684		0.691		0.688		0.692		0.687		0.691		0.707		0.675		0.702		0.696		0.681		0.688		0.698		0.671		0.694		0.684		0.683		0.689		0.694		0.680		0.695		0.687		0.683		0.654		0.686		0.658		0.686		0.679		0.679		0.693		0.682		0.677		0.702		0.683		0.691		0.683		0.682		0.681		0.694		0.710		0.688		0.706		0.680		0.687		0.676		0.702		0.686		0.677		0.701		0.683		0.686		0.662		0.703		0.691		0.680		0.683		0.697		0.661		0.681		
[14] => 0.668		0.692		0.699		0.670		0.702		0.676		0.675		0.695		0.666		0.686		0.688		0.676		0.676		0.670		1.000		0.681		0.660		0.681		0.653		0.695		0.677		0.691		0.677		0.663		0.671		0.689		0.686		0.680		0.682		0.688		0.691		0.667		0.677		0.685		0.678		0.688		0.687		0.686		0.688		0.693		0.692		0.676		0.700		0.696		0.682		0.691		0.678		0.695		0.678		0.677		0.691		0.696		0.665		0.703		0.667		0.701		0.668		0.698		0.676		0.702		0.674		0.678		0.685		0.681		0.672		0.674		0.692		0.669		0.655		0.686		0.682		0.691		0.694		0.686		0.671		0.672		0.684		0.681		0.673		0.682		0.679		0.678		0.672		0.679		0.673		0.666		0.693		0.664		0.681		0.677		0.686		0.671		0.661		0.681		0.672		0.677		0.668		0.696		0.678		0.698		
[15] => 0.689		0.692		0.672		0.682		0.692		0.675		0.671		0.685		0.675		0.694		0.692		0.681		0.695		0.677		0.681		1.000		0.686		0.702		0.685		0.693		0.696		0.677		0.689		0.677		0.678		0.697		0.698		0.685		0.672		0.673		0.679		0.705		0.666		0.673		0.664		0.669		0.669		0.669		0.686		0.682		0.678		0.677		0.675		0.681		0.687		0.695		0.675		0.676		0.679		0.681		0.692		0.681		0.682		0.673		0.678		0.699		0.673		0.662		0.662		0.665		0.682		0.683		0.697		0.693		0.677		0.678		0.680		0.667		0.672		0.678		0.683		0.693		0.676		0.683		0.676		0.694		0.673		0.684		0.702		0.694		0.696		0.667		0.676		0.689		0.674		0.691		0.687		0.672		0.681		0.676		0.695		0.675		0.672		0.702		0.698		0.681		0.670		0.680		0.668		0.699		
[16] => 0.670		0.673		0.670		0.678		0.648		0.660		0.677		0.668		0.659		0.678		0.653		0.667		0.639		0.672		0.660		0.686		1.000		0.678		0.664		0.661		0.680		0.660		0.675		0.680		0.677		0.652		0.693		0.670		0.646		0.656		0.682		0.663		0.663		0.683		0.689		0.643		0.660		0.685		0.664		0.682		0.672		0.661		0.663		0.666		0.693		0.675		0.666		0.686		0.662		0.684		0.670		0.652		0.670		0.676		0.658		0.669		0.669		0.666		0.675		0.660		0.678		0.682		0.671		0.670		0.660		0.655		0.634		0.666		0.650		0.654		0.698		0.657		0.659		0.649		0.687		0.696		0.670		0.677		0.685		0.674		0.676		0.687		0.653		0.665		0.663		0.665		0.683		0.677		0.657		0.662		0.667		0.646		0.670		0.665		0.678		0.664		0.668		0.668		0.656		0.686		
[17] => 0.676		0.695		0.684		0.680		0.710		0.695		0.688		0.688		0.669		0.692		0.694		0.689		0.690		0.684		0.681		0.702		0.678		1.000		0.673		0.699		0.691		0.694		0.693		0.697		0.685		0.691		0.708		0.702		0.678		0.676		0.674		0.682		0.676		0.690		0.681		0.684		0.690		0.699		0.675		0.712		0.677		0.698		0.669		0.674		0.670		0.704		0.682		0.698		0.693		0.704		0.701		0.675		0.672		0.692		0.685		0.695		0.671		0.680		0.684		0.683		0.678		0.688		0.704		0.691		0.698		0.688		0.692		0.689		0.673		0.677		0.686		0.663		0.690		0.676		0.706		0.691		0.703		0.689		0.681		0.703		0.687		0.685		0.686		0.688		0.669		0.695		0.714		0.704		0.694		0.688		0.703		0.685		0.681		0.690		0.677		0.725		0.665		0.679		0.678		0.701		
[18] => 0.693		0.682		0.672		0.674		0.689		0.694		0.674		0.692		0.661		0.685		0.683		0.668		0.662		0.696		0.653		0.685		0.664		0.673		1.000		0.668		0.682		0.670		0.671		0.682		0.692		0.698		0.677		0.692		0.669		0.669		0.664		0.674		0.686		0.692		0.652		0.673		0.683		0.684		0.677		0.673		0.699		0.669		0.689		0.688		0.687		0.678		0.683		0.690		0.684		0.700		0.695		0.683		0.677		0.687		0.668		0.676		0.681		0.654		0.675		0.691		0.693		0.671		0.690		0.686		0.671		0.666		0.682		0.683		0.683		0.680		0.668		0.683		0.671		0.680		0.677		0.661		0.671		0.691		0.669		0.698		0.671		0.683		0.680		0.688		0.686		0.685		0.695		0.675		0.697		0.691		0.699		0.675		0.675		0.693		0.691		0.675		0.656		0.684		0.676		0.680		
[19] => 0.671		0.695		0.674		0.683		0.692		0.682		0.690		0.694		0.688		0.698		0.683		0.696		0.700		0.668		0.695		0.693		0.661		0.699		0.668		1.000		0.695		0.692		0.686		0.654		0.677		0.692		0.684		0.694		0.699		0.695		0.696		0.685		0.696		0.689		0.686		0.687		0.686		0.693		0.684		0.703		0.695		0.678		0.700		0.712		0.692		0.702		0.664		0.683		0.670		0.715		0.710		0.691		0.687		0.710		0.705		0.702		0.683		0.677		0.706		0.697		0.690		0.675		0.695		0.713		0.695		0.665		0.691		0.687		0.688		0.677		0.694		0.686		0.704		0.684		0.687		0.676		0.693		0.700		0.696		0.689		0.704		0.675		0.696		0.684		0.678		0.695		0.705		0.693		0.704		0.672		0.702		0.712		0.670		0.705		0.689		0.684		0.667		0.691		0.689		0.691		
[20] => 0.674		0.692		0.693		0.676		0.669		0.687		0.687		0.694		0.693		0.717		0.678		0.686		0.691		0.696		0.677		0.696		0.680		0.691		0.682		0.695		1.000		0.689		0.680		0.683		0.695		0.669		0.707		0.684		0.702		0.678		0.676		0.695		0.695		0.681		0.690		0.690		0.675		0.680		0.692		0.703		0.680		0.699		0.693		0.707		0.696		0.681		0.678		0.697		0.684		0.707		0.701		0.694		0.687		0.696		0.685		0.707		0.675		0.675		0.690		0.680		0.682		0.695		0.691		0.704		0.685		0.691		0.691		0.679		0.681		0.682		0.689		0.695		0.703		0.691		0.701		0.676		0.698		0.665		0.690		0.700		0.709		0.700		0.694		0.694		0.700		0.697		0.688		0.697		0.705		0.680		0.686		0.688		0.678		0.687		0.693		0.685		0.685		0.676		0.674		0.681		
[21] => 0.679		0.685		0.686		0.681		0.685		0.685		0.676		0.684		0.664		0.694		0.681		0.688		0.686		0.681		0.691		0.677		0.660		0.694		0.670		0.692		0.689		1.000		0.684		0.674		0.674		0.687		0.679		0.678		0.667		0.688		0.661		0.693		0.687		0.682		0.689		0.681		0.667		0.673		0.678		0.683		0.668		0.687		0.690		0.692		0.671		0.680		0.667		0.681		0.665		0.699		0.697		0.662		0.671		0.673		0.671		0.676		0.688		0.688		0.656		0.681		0.674		0.682		0.677		0.689		0.660		0.684		0.682		0.663		0.667		0.676		0.675		0.688		0.670		0.679		0.678		0.688		0.674		0.679		0.680		0.669		0.698		0.680		0.662		0.703		0.676		0.685		0.674		0.690		0.664		0.678		0.683		0.691		0.672		0.683		0.673		0.679		0.653		0.681		0.665		0.700		
[22] => 0.683		0.679		0.697		0.697		0.676		0.675		0.672		0.676		0.676		0.673		0.675		0.684		0.687		0.674		0.677		0.689		0.675		0.693		0.671		0.686		0.680		0.684		1.000		0.687		0.681		0.696		0.696		0.703		0.678		0.693		0.685		0.671		0.680		0.697		0.679		0.686		0.666		0.679		0.677		0.689		0.686		0.680		0.693		0.698		0.681		0.695		0.681		0.702		0.655		0.701		0.696		0.677		0.681		0.678		0.671		0.677		0.679		0.690		0.685		0.689		0.672		0.700		0.688		0.673		0.677		0.677		0.693		0.668		0.678		0.687		0.668		0.666		0.662		0.654		0.692		0.686		0.672		0.678		0.692		0.684		0.706		0.674		0.680		0.687		0.679		0.688		0.695		0.694		0.687		0.670		0.697		0.673		0.712		0.690		0.679		0.688		0.661		0.690		0.684		0.693		
[23] => 0.672		0.677		0.670		0.675		0.688		0.696		0.688		0.687		0.682		0.682		0.686		0.679		0.659		0.698		0.663		0.677		0.680		0.697		0.682		0.654		0.683		0.674		0.687		1.000		0.684		0.679		0.693		0.684		0.672		0.667		0.681		0.668		0.698		0.682		0.678		0.671		0.674		0.702		0.691		0.691		0.688		0.682		0.687		0.673		0.693		0.684		0.678		0.703		0.664		0.694		0.694		0.690		0.686		0.688		0.669		0.677		0.670		0.679		0.682		0.689		0.677		0.678		0.686		0.683		0.664		0.708		0.682		0.678		0.681		0.684		0.687		0.679		0.673		0.673		0.689		0.697		0.665		0.674		0.680		0.695		0.689		0.680		0.672		0.669		0.668		0.677		0.674		0.679		0.677		0.685		0.680		0.686		0.675		0.691		0.707		0.686		0.672		0.696		0.659		0.687		
[24] => 0.661		0.684		0.685		0.681		0.679		0.683		0.684		0.697		0.674		0.686		0.693		0.675		0.666		0.695		0.671		0.678		0.677		0.685		0.692		0.677		0.695		0.674		0.681		0.684		1.000		0.702		0.707		0.673		0.678		0.660		0.687		0.676		0.679		0.687		0.679		0.706		0.672		0.709		0.703		0.698		0.689		0.660		0.667		0.690		0.686		0.672		0.672		0.694		0.671		0.690		0.680		0.690		0.689		0.693		0.666		0.682		0.660		0.684		0.679		0.680		0.666		0.668		0.702		0.697		0.673		0.686		0.667		0.665		0.677		0.693		0.681		0.672		0.659		0.676		0.699		0.674		0.685		0.701		0.692		0.709		0.687		0.666		0.661		0.668		0.677		0.674		0.691		0.675		0.687		0.670		0.679		0.679		0.672		0.692		0.677		0.685		0.676		0.685		0.679		0.666		
[25] => 0.692		0.708		0.698		0.687		0.683		0.708		0.708		0.695		0.680		0.690		0.693		0.673		0.689		0.702		0.689		0.697		0.652		0.691		0.698		0.692		0.669		0.687		0.696		0.679		0.702		1.000		0.703		0.698		0.668		0.679		0.686		0.723		0.691		0.678		0.683		0.676		0.682		0.695		0.696		0.704		0.694		0.668		0.693		0.699		0.695		0.695		0.690		0.699		0.699		0.711		0.698		0.691		0.687		0.681		0.697		0.691		0.697		0.674		0.690		0.693		0.708		0.681		0.690		0.697		0.694		0.688		0.694		0.688		0.668		0.688		0.681		0.672		0.673		0.676		0.702		0.687		0.689		0.704		0.692		0.686		0.690		0.658		0.676		0.708		0.696		0.680		0.702		0.693		0.695		0.691		0.693		0.694		0.669		0.690		0.693		0.675		0.673		0.705		0.685		0.712		
[26] => 0.696		0.685		0.710		0.704		0.684		0.689		0.697		0.691		0.680		0.697		0.697		0.693		0.687		0.685		0.686		0.698		0.693		0.708		0.677		0.684		0.707		0.679		0.696		0.693		0.707		0.703		1.000		0.695		0.690		0.703		0.685		0.701		0.702		0.695		0.685		0.666		0.698		0.699		0.697		0.702		0.692		0.706		0.699		0.688		0.709		0.698		0.688		0.709		0.679		0.699		0.712		0.692		0.696		0.688		0.689		0.695		0.689		0.692		0.693		0.684		0.675		0.703		0.718		0.682		0.701		0.712		0.698		0.693		0.692		0.699		0.704		0.680		0.673		0.688		0.698		0.700		0.701		0.691		0.693		0.709		0.710		0.677		0.687		0.699		0.690		0.688		0.729		0.696		0.681		0.702		0.664		0.700		0.686		0.700		0.696		0.685		0.678		0.684		0.679		0.697		
[27] => 0.679		0.676		0.685		0.698		0.701		0.696		0.682		0.703		0.662		0.672		0.680		0.687		0.681		0.690		0.680		0.685		0.670		0.702		0.692		0.694		0.684		0.678		0.703		0.684		0.673		0.698		0.695		1.000		0.677		0.666		0.696		0.690		0.695		0.701		0.696		0.666		0.696		0.677		0.683		0.695		0.686		0.669		0.704		0.690		0.680		0.692		0.683		0.677		0.686		0.693		0.677		0.691		0.654		0.683		0.663		0.679		0.680		0.665		0.683		0.680		0.678		0.688		0.685		0.669		0.675		0.685		0.670		0.668		0.672		0.655		0.697		0.676		0.667		0.683		0.676		0.691		0.692		0.686		0.685		0.699		0.677		0.676		0.671		0.680		0.687		0.683		0.670		0.684		0.690		0.683		0.693		0.672		0.682		0.681		0.675		0.687		0.670		0.692		0.662		0.690		
[28] => 0.650		0.675		0.685		0.675		0.668		0.650		0.677		0.687		0.682		0.666		0.674		0.677		0.684		0.678		0.682		0.672		0.646		0.678		0.669		0.699		0.702		0.667		0.678		0.672		0.678		0.668		0.690		0.677		1.000		0.668		0.671		0.690		0.680		0.682		0.663		0.691		0.658		0.673		0.665		0.664		0.661		0.682		0.657		0.691		0.688		0.675		0.676		0.690		0.666		0.694		0.689		0.693		0.669		0.680		0.696		0.690		0.673		0.664		0.678		0.682		0.672		0.678		0.683		0.671		0.679		0.653		0.667		0.652		0.682		0.665		0.663		0.657		0.679		0.654		0.675		0.673		0.664		0.678		0.675		0.683		0.709		0.663		0.663		0.686		0.682		0.697		0.652		0.674		0.680		0.689		0.674		0.677		0.663		0.682		0.677		0.668		0.674		0.658		0.670		0.693		
[29] => 0.681		0.686		0.705		0.693		0.670		0.686		0.696		0.688		0.677		0.697		0.681		0.667		0.668		0.697		0.688		0.673		0.656		0.676		0.669		0.695		0.678		0.688		0.693		0.667		0.660		0.679		0.703		0.666		0.668		1.000		0.679		0.672		0.675		0.660		0.686		0.690		0.678		0.684		0.674		0.699		0.677		0.675		0.702		0.684		0.692		0.693		0.688		0.689		0.680		0.701		0.703		0.652		0.681		0.668		0.690		0.677		0.667		0.682		0.698		0.667		0.664		0.692		0.697		0.700		0.677		0.686		0.678		0.690		0.673		0.701		0.699		0.673		0.698		0.693		0.676		0.676		0.677		0.686		0.677		0.687		0.689		0.665		0.679		0.694		0.680		0.697		0.692		0.695		0.692		0.671		0.682		0.695		0.691		0.711		0.674		0.666		0.671		0.704		0.675		0.686		
[30] => 0.673		0.662		0.676		0.687		0.683		0.675		0.682		0.674		0.680		0.694		0.692		0.681		0.681		0.706		0.691		0.679		0.682		0.674		0.664		0.696		0.676		0.661		0.685		0.681		0.687		0.686		0.685		0.696		0.671		0.679		1.000		0.671		0.673		0.683		0.690		0.670		0.672		0.685		0.680		0.693		0.681		0.695		0.688		0.680		0.688		0.705		0.685		0.683		0.676		0.681		0.685		0.672		0.686		0.694		0.677		0.697		0.682		0.693		0.669		0.689		0.678		0.689		0.700		0.688		0.681		0.658		0.680		0.670		0.672		0.686		0.701		0.685		0.680		0.672		0.688		0.693		0.696		0.684		0.682		0.690		0.703		0.693		0.688		0.671		0.690		0.685		0.675		0.677		0.682		0.658		0.685		0.663		0.663		0.678		0.673		0.676		0.681		0.682		0.691		0.688		
[31] => 0.688		0.682		0.687		0.683		0.681		0.689		0.682		0.683		0.675		0.675		0.684		0.678		0.699		0.685		0.667		0.705		0.663		0.682		0.674		0.685		0.695		0.693		0.671		0.668		0.676		0.723		0.701		0.690		0.690		0.672		0.671		1.000		0.691		0.693		0.669		0.674		0.670		0.676		0.686		0.677		0.656		0.674		0.682		0.678		0.698		0.698		0.693		0.673		0.681		0.704		0.688		0.691		0.694		0.688		0.672		0.677		0.694		0.680		0.672		0.678		0.675		0.681		0.690		0.679		0.686		0.685		0.668		0.675		0.672		0.681		0.688		0.681		0.680		0.683		0.687		0.676		0.674		0.696		0.699		0.717		0.697		0.679		0.663		0.693		0.688		0.691		0.666		0.666		0.701		0.664		0.661		0.695		0.697		0.683		0.647		0.678		0.683		0.698		0.680		0.685		
[32] => 0.668		0.687		0.668		0.689		0.690		0.681		0.687		0.693		0.672		0.686		0.675		0.691		0.683		0.667		0.677		0.666		0.663		0.676		0.686		0.696		0.695		0.687		0.680		0.698		0.679		0.691		0.702		0.695		0.680		0.675		0.673		0.691		1.000		0.672		0.704		0.680		0.691		0.682		0.683		0.694		0.685		0.693		0.687		0.696		0.687		0.693		0.683		0.684		0.685		0.691		0.699		0.693		0.671		0.698		0.675		0.667		0.676		0.663		0.672		0.686		0.688		0.697		0.702		0.690		0.701		0.671		0.668		0.674		0.673		0.674		0.698		0.673		0.687		0.703		0.693		0.677		0.697		0.683		0.690		0.698		0.691		0.679		0.682		0.672		0.677		0.670		0.703		0.688		0.694		0.676		0.692		0.691		0.687		0.688		0.680		0.659		0.691		0.692		0.672		0.677		
[33] => 0.673		0.673		0.705		0.692		0.696		0.690		0.692		0.673		0.682		0.672		0.695		0.685		0.692		0.679		0.685		0.673		0.683		0.690		0.692		0.689		0.681		0.682		0.697		0.682		0.687		0.678		0.695		0.701		0.682		0.660		0.683		0.693		0.672		1.000		0.686		0.668		0.684		0.704		0.676		0.704		0.690		0.679		0.695		0.701		0.688		0.684		0.682		0.710		0.668		0.692		0.690		0.681		0.679		0.700		0.680		0.694		0.676		0.681		0.693		0.674		0.683		0.709		0.691		0.676		0.683		0.671		0.670		0.677		0.671		0.687		0.690		0.696		0.687		0.665		0.688		0.690		0.689		0.694		0.703		0.699		0.699		0.677		0.695		0.694		0.684		0.690		0.699		0.689		0.694		0.709		0.686		0.673		0.671		0.696		0.676		0.711		0.662		0.692		0.689		0.696		
